_id,addresses,admin_graphql_api_id,created_at,currency,default_address,email,email_marketing_consent,first_name,id,last_name,last_order_id,last_order_name,multipass_identifier,note,orders_count,phone,sms_marketing_consent,state,tags,tax_exempt,tax_exemptions,total_spent,updated_at,verified_email
15823907115504451,"[{'id': 34347058747206209, 'customer_id': 15823907115504451, 'first_name': 'ZAkYgD', 'last_name': 'qXXqE', 'company': None, 'address1': '862 GbTNSV bma', 'address2': None, 'city': 'Columbus', 'province': 'OH', 'country': 'MO', 'zip': '43201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/15823907115504451,2021-03-13T09:37:49+00:00,,"{'id': 34347058747206209, 'customer_id': 15823907115504451, 'first_name': 'ZAkYgD', 'last_name': 'qXXqE', 'company': None, 'address1': '862 GbTNSV bma', 'address2': None, 'city': 'Columbus', 'province': 'OH', 'country': 'MO', 'zip': '43201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",Kewt@yahoo.org,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",ZAkYgD,15823907115504451,qXXqE,,,,,0,,,disabled,,False,[],0.00,2021-03-13T09:37:49+00:00,True
53735560399178569,"[{'id': 54936850707145290, 'customer_id': 53735560399178569, 'first_name': 'xgrIXF', 'last_name': 'rfKfM', 'company': None, 'address1': '387 FuXVrr YIT', 'address2': None, 'city': 'Buffalo', 'province': 'NY', 'country': 'BT', 'zip': '14201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/53735560399178569,2021-07-06T02:23:31+00:00,,"{'id': 54936850707145290, 'customer_id': 53735560399178569, 'first_name': 'xgrIXF', 'last_name': 'rfKfM', 'company': None, 'address1': '387 FuXVrr YIT', 'address2': None, 'city': 'Buffalo', 'province': 'NY', 'country': 'BT', 'zip': '14201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",DXhA@test.org,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",xgrIXF,53735560399178569,rfKfM,,,,,0,,,disabled,,False,[],0.00,2021-07-06T02:23:31+00:00,True
24371561869746508,"[{'id': 61527185854275143, 'customer_id': 24371561869746508, 'first_name': 'StvFzo', 'last_name': 'ZDxqN', 'company': None, 'address1': '717 OFVtfa FJD', 'address2': None, 'city': 'Denver', 'province': 'CO', 'country': 'SI', 'zip': '80201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/24371561869746508,2020-10-14T00:37:11+00:00,,"{'id': 61527185854275143, 'customer_id': 24371561869746508, 'first_name': 'StvFzo', 'last_name': 'ZDxqN', 'company': None, 'address1': '717 OFVtfa FJD', 'address2': None, 'city': 'Denver', 'province': 'CO', 'country': 'SI', 'zip': '80201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",yXiT@outlook.net,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",StvFzo,24371561869746508,ZDxqN,,,,,0,,,disabled,,False,[],0.00,2020-10-14T00:37:11+00:00,True
31044540447603265,"[{'id': 38204752178028617, 'customer_id': 31044540447603265, 'first_name': 'qtwZcr', 'last_name': 'QcJUL', 'company': None, 'address1': '055 FKdBon pPz', 'address2': None, 'city': 'Oklahoma City', 'province': 'OK', 'country': 'TJ', 'zip': '73101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/31044540447603265,2020-04-11T03:17:01+00:00,,"{'id': 38204752178028617, 'customer_id': 31044540447603265, 'first_name': 'qtwZcr', 'last_name': 'QcJUL', 'company': None, 'address1': '055 FKdBon pPz', 'address2': None, 'city': 'Oklahoma City', 'province': 'OK', 'country': 'TJ', 'zip': '73101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",AInX@gmail.net,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",qtwZcr,31044540447603265,QcJUL,,,,,0,,,disabled,,False,[],0.00,2020-04-11T03:17:01+00:00,True
47485179917140292,"[{'id': 8434808015255111, 'customer_id': 47485179917140292, 'first_name': 'wgOAgw', 'last_name': 'lEzkw', 'company': None, 'address1': '088 YPMMUL dgw', 'address2': None, 'city': 'Oakland', 'province': 'CA', 'country': 'KY', 'zip': '94601', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/47485179917140292,2020-10-02T06:40:29+00:00,,"{'id': 8434808015255111, 'customer_id': 47485179917140292, 'first_name': 'wgOAgw', 'last_name': 'lEzkw', 'company': None, 'address1': '088 YPMMUL dgw', 'address2': None, 'city': 'Oakland', 'province': 'CA', 'country': 'KY', 'zip': '94601', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",WUKi@outlook.org,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",wgOAgw,47485179917140292,lEzkw,,,,,0,,,disabled,,False,[],0.00,2020-10-02T06:40:29+00:00,True
8917316150491466,"[{'id': 65725349361524550, 'customer_id': 8917316150491466, 'first_name': 'PmNYbw', 'last_name': 'UlISz', 'company': None, 'address1': '158 MfmcbW hXp', 'address2': None, 'city': 'Riverside', 'province': 'CA', 'country': 'GF', 'zip': '92501', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/8917316150491466,2020-12-26T09:51:14+00:00,,"{'id': 65725349361524550, 'customer_id': 8917316150491466, 'first_name': 'PmNYbw', 'last_name': 'UlISz', 'company': None, 'address1': '158 MfmcbW hXp', 'address2': None, 'city': 'Riverside', 'province': 'CA', 'country': 'GF', 'zip': '92501', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",uDmT@example.org,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",PmNYbw,8917316150491466,UlISz,,,,,0,,,disabled,,False,[],0.00,2020-12-26T09:51:14+00:00,True
64680094008361033,"[{'id': 53879927564619593, 'customer_id': 64680094008361033, 'first_name': 'TxoXYf', 'last_name': 'kNPLm', 'company': None, 'address1': '657 KEEvaF ArS', 'address2': None, 'city': 'Kansas City', 'province': 'MO', 'country': 'NZ', 'zip': '64101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/64680094008361033,2021-10-06T01:21:10+00:00,,"{'id': 53879927564619593, 'customer_id': 64680094008361033, 'first_name': 'TxoXYf', 'last_name': 'kNPLm', 'company': None, 'address1': '657 KEEvaF ArS', 'address2': None, 'city': 'Kansas City', 'province': 'MO', 'country': 'NZ', 'zip': '64101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",miEH@gmail.net,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",TxoXYf,64680094008361033,kNPLm,,,,,0,,,disabled,,False,[],0.00,2021-10-06T01:21:10+00:00,True
39586363234571853,"[{'id': 14298494318066757, 'customer_id': 39586363234571853, 'first_name': 'JyXCfZ', 'last_name': 'eQRvB', 'company': None, 'address1': '888 TmgxdE PWE', 'address2': None, 'city': 'Baltimore', 'province': 'MD', 'country': 'SC', 'zip': '21201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/39586363234571853,2020-05-26T05:39:27+00:00,,"{'id': 14298494318066757, 'customer_id': 39586363234571853, 'first_name': 'JyXCfZ', 'last_name': 'eQRvB', 'company': None, 'address1': '888 TmgxdE PWE', 'address2': None, 'city': 'Baltimore', 'province': 'MD', 'country': 'SC', 'zip': '21201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",pTBx@outlook.io,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",JyXCfZ,39586363234571853,eQRvB,,,,,0,,,disabled,,False,[],0.00,2020-05-26T05:39:27+00:00,True
50336385831080783,"[{'id': 45142921090325064, 'customer_id': 50336385831080783, 'first_name': 'uAJGjb', 'last_name': 'xIBGe', 'company': None, 'address1': '102 hATgau cmc', 'address2': None, 'city': 'Nashville', 'province': 'TN', 'country': 'BT', 'zip': '37201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/50336385831080783,2020-10-16T00:14:21+00:00,,"{'id': 45142921090325064, 'customer_id': 50336385831080783, 'first_name': 'uAJGjb', 'last_name': 'xIBGe', 'company': None, 'address1': '102 hATgau cmc', 'address2': None, 'city': 'Nashville', 'province': 'TN', 'country': 'BT', 'zip': '37201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",uCZv@yahoo.com,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",uAJGjb,50336385831080783,xIBGe,,,,,0,,,disabled,,False,[],0.00,2020-10-16T00:14:21+00:00,True
57263473252008521,"[{'id': 17026139200361538, 'customer_id': 57263473252008521, 'first_name': 'GiEXcE', 'last_name': 'ueoCB', 'company': None, 'address1': '952 eQLZga IZr', 'address2': None, 'city': 'Honolulu', 'province': 'HI', 'country': 'SK', 'zip': '96801', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/57263473252008521,2021-10-01T08:51:52+00:00,,"{'id': 17026139200361538, 'customer_id': 57263473252008521, 'first_name': 'GiEXcE', 'last_name': 'ueoCB', 'company': None, 'address1': '952 eQLZga IZr', 'address2': None, 'city': 'Honolulu', 'province': 'HI', 'country': 'SK', 'zip': '96801', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",wQdm@yahoo.io,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",GiEXcE,57263473252008521,ueoCB,,,,,0,,,disabled,,False,[],0.00,2021-10-01T08:51:52+00:00,True
14682921130050889,"[{'id': 26156479367175750, 'customer_id': 14682921130050889, 'first_name': 'YmnSCH', 'last_name': 'XrybU', 'company': None, 'address1': '936 kqriOl ueq', 'address2': None, 'city': 'Memphis', 'province': 'TN', 'country': 'BZ', 'zip': '38101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/14682921130050889,2021-08-27T21:19:05+00:00,,"{'id': 26156479367175750, 'customer_id': 14682921130050889, 'first_name': 'YmnSCH', 'last_name': 'XrybU', 'company': None, 'address1': '936 kqriOl ueq', 'address2': None, 'city': 'Memphis', 'province': 'TN', 'country': 'BZ', 'zip': '38101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",iPOa@test.org,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",YmnSCH,14682921130050889,XrybU,,,,,0,,,disabled,,False,[],0.00,2021-08-27T21:19:05+00:00,True
33641404114321991,"[{'id': 7465068863050314, 'customer_id': 33641404114321991, 'first_name': 'OdOzDE', 'last_name': 'gEJIM', 'company': None, 'address1': '501 XslwVm ypn', 'address2': None, 'city': 'St. Paul', 'province': 'MN', 'country': 'KZ', 'zip': '55101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/33641404114321991,2020-07-03T13:40:53+00:00,,"{'id': 7465068863050314, 'customer_id': 33641404114321991, 'first_name': 'OdOzDE', 'last_name': 'gEJIM', 'company': None, 'address1': '501 XslwVm ypn', 'address2': None, 'city': 'St. Paul', 'province': 'MN', 'country': 'KZ', 'zip': '55101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",oGBT@gmail.edu,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",OdOzDE,33641404114321991,gEJIM,,,,,0,,,disabled,,False,[],0.00,2020-07-03T13:40:53+00:00,True
57858406330049357,"[{'id': 60703962901728327, 'customer_id': 57858406330049357, 'first_name': 'wXoCok', 'last_name': 'ICxrf', 'company': None, 'address1': '665 bEhJtD cCO', 'address2': None, 'city': 'Boston', 'province': 'MA', 'country': 'TC', 'zip': '02101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/57858406330049357,2021-07-24T19:13:22+00:00,,"{'id': 60703962901728327, 'customer_id': 57858406330049357, 'first_name': 'wXoCok', 'last_name': 'ICxrf', 'company': None, 'address1': '665 bEhJtD cCO', 'address2': None, 'city': 'Boston', 'province': 'MA', 'country': 'TC', 'zip': '02101', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",odsv@outlook.io,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",wXoCok,57858406330049357,ICxrf,,,,,0,,,disabled,,False,[],0.00,2021-07-24T19:13:22+00:00,True
63604864375684687,"[{'id': 69819939433906753, 'customer_id': 63604864375684687, 'first_name': 'IqXzji', 'last_name': 'BgfUx', 'company': None, 'address1': '542 swAHgP bfZ', 'address2': None, 'city': 'Wichita', 'province': 'KS', 'country': 'SK', 'zip': '67201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/63604864375684687,2020-11-10T11:19:43+00:00,,"{'id': 69819939433906753, 'customer_id': 63604864375684687, 'first_name': 'IqXzji', 'last_name': 'BgfUx', 'company': None, 'address1': '542 swAHgP bfZ', 'address2': None, 'city': 'Wichita', 'province': 'KS', 'country': 'SK', 'zip': '67201', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",WPWV@yahoo.io,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",IqXzji,63604864375684687,BgfUx,,,,,0,,,disabled,,False,[],0.00,2020-11-10T11:19:43+00:00,True
28278328117577806,"[{'id': 22856335321348422, 'customer_id': 28278328117577806, 'first_name': 'ILDUOH', 'last_name': 'CXBCu', 'company': None, 'address1': '101 bPwctY WmE', 'address2': None, 'city': 'El Paso', 'province': 'TX', 'country': 'CK', 'zip': '79901', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/28278328117577806,2020-09-08T01:35:48+00:00,,"{'id': 22856335321348422, 'customer_id': 28278328117577806, 'first_name': 'ILDUOH', 'last_name': 'CXBCu', 'company': None, 'address1': '101 bPwctY WmE', 'address2': None, 'city': 'El Paso', 'province': 'TX', 'country': 'CK', 'zip': '79901', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",dUbT@test.edu,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",ILDUOH,28278328117577806,CXBCu,,,,,0,,,disabled,,False,[],0.00,2020-09-08T01:35:48+00:00,True
60821077552223554,"[{'id': 58468030552336196, 'customer_id': 60821077552223554, 'first_name': 'TsoNiB', 'last_name': 'HuZsH', 'company': None, 'address1': '919 mnnIBa zYW', 'address2': None, 'city': 'Plano', 'province': 'TX', 'country': 'IT', 'zip': '75023', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/60821077552223554,2020-12-23T10:42:32+00:00,,"{'id': 58468030552336196, 'customer_id': 60821077552223554, 'first_name': 'TsoNiB', 'last_name': 'HuZsH', 'company': None, 'address1': '919 mnnIBa zYW', 'address2': None, 'city': 'Plano', 'province': 'TX', 'country': 'IT', 'zip': '75023', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",WGZO@gmail.edu,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",TsoNiB,60821077552223554,HuZsH,,,,,0,,,disabled,,False,[],0.00,2020-12-23T10:42:32+00:00,True
11169848873388107,"[{'id': 59751764145964100, 'customer_id': 11169848873388107, 'first_name': 'tFcXnu', 'last_name': 'ihepD', 'company': None, 'address1': '353 IBmBNc nKc', 'address2': None, 'city': 'Atlanta', 'province': 'GA', 'country': 'AE', 'zip': '30301', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}]",gid://shopify/Customer/11169848873388107,2021-01-20T07:55:46+00:00,,"{'id': 59751764145964100, 'customer_id': 11169848873388107, 'first_name': 'tFcXnu', 'last_name': 'ihepD', 'company': None, 'address1': '353 IBmBNc nKc', 'address2': None, 'city': 'Atlanta', 'province': 'GA', 'country': 'AE', 'zip': '30301', 'phone': None, 'name': '', 'province_code': None, 'country_code': '', 'country_name': '', 'default': True}",EJGj@test.com,"{'state': 'not_subscribed', 'opt_in_level': 'single_opt_in', 'consent_updated_at': None}",tFcXnu,11169848873388107,ihepD,,,,,0,,,disabled,,False,[],0.00,2021-01-20T07:55:46+00:00,True
